Station,Date,SummaryScore,Narrative,Lat,Long
LSTM303B,7/7/21,86,Good,39.21937943,-77.31542969
LSTM303B,6/9/20,78,Good,39.21937943,-77.31542969
LSTM303B,6/27/19,78,Good,39.21937943,-77.31542969
LSTM303B,10/3/18,64,Fair,39.21937943,-77.31542969
LSTM303B,6/13/17,74,Good,39.21937943,-77.31542969
LSTM303B,6/15/16,68,Good,39.21937943,-77.31542969
LSTM303B,6/9/15,74,Good,39.21937943,-77.31542969
LSTM303B,6/6/14,78,Good,39.21937943,-77.31542969
LSTM303B,7/11/13,74,Good,39.21937943,-77.31542969
LSTM303B,7/25/12,74,Good,39.21937943,-77.31542969
LSTM303B,8/1/11,46,Fair,39.21937943,-77.31542969
LSTM303B,7/20/10,60,Fair,39.21937943,-77.31542969
LSTM303B,6/25/09,74,Good,39.21937943,-77.31542969
LSTM303B,7/28/08,64,Fair,39.21937943,-77.31542969
LSTM303B,6/15/07,92,Excellent,39.21937943,-77.31542969
LSTM303B,7/11/06,56,Fair,39.21937943,-77.31542969
LSTM303B,7/27/05,82,Good,39.21937943,-77.31542969
LSTM303B,9/20/04,68,Good,39.21937943,-77.31542969
LSTM303B,10/30/03,42,Poor,39.21937943,-77.31542969
LSTM303B,8/22/01,64,Fair,39.21937943,-77.31542969
LSTM303B,8/10/00,46,Fair,39.21937943,-77.31542969
LSTM303B,7/29/98,82,Good,39.21937943,-77.31542969
LSTM303B,6/5/97,82,Good,39.21937943,-77.31542969
LSTM303B,7/26/95,82,Good,39.21937943,-77.31542969
LSTM303B,10/11/94,60,Fair,39.21937943,-77.31542969
LSTM304,6/20/23,78,Good,39.21707153,-77.31737518
LSTM304,7/12/22,78,Good,39.21707153,-77.31737518
LSTM304,6/30/21,86,Good,39.21707153,-77.31737518
LSTM304,6/8/20,78,Good,39.21707153,-77.31737518
LSTM304,7/22/19,78,Good,39.21707153,-77.31737518
LSTM304,8/9/18,68,Good,39.21707153,-77.31737518
LSTM304,7/17/17,68,Good,39.21707153,-77.31737518
LSTM304,6/29/16,64,Fair,39.21707153,-77.31737518
LSTM304,6/11/15,68,Good,39.21707153,-77.31737518
LSTM304,6/6/14,74,Good,39.21707153,-77.31737518
LSTM304,7/25/13,74,Good,39.21707153,-77.31737518
LSTM304,7/25/12,78,Good,39.21707153,-77.31737518
LSTM304,8/4/11,60,Fair,39.21707153,-77.31737518
LSTM304,6/25/10,74,Good,39.21707153,-77.31737518
LSTM304,9/25/06,46,Fair,39.21707153,-77.31737518
LSTM304,7/28/05,74,Good,39.21707153,-77.31737518
LSTM304,10/28/03,46,Fair,39.21707153,-77.31737518
LSTM304,8/10/00,56,Fair,39.21707153,-77.31737518
LSTM304,6/15/98,74,Good,39.21707153,-77.31737518
LSTM304,6/5/97,82,Good,39.21707153,-77.31737518
LSTM304,7/27/95,82,Good,39.21707153,-77.31737518
LSTM304,7/20/94,56,Fair,39.21707153,-77.31737518
LSWG201,6/15/06,86,Good,39.16915512,-77.32180786
LSWG201,7/15/98,96,Excellent,39.16915512,-77.32180786
LSWL102,6/16/98,42,Poor,39.20418549,-77.31565094
MBMB107,7/23/07,64,Fair,39.10257721,-77.25444031
MBMB107,7/16/02,38,Poor,39.10257721,-77.25444031
MBMB107,6/24/97,74,Good,39.10257721,-77.25444031
MBMB201,7/16/07,28,Poor,39.06718445,-77.29859161
MBMB201,8/29/05,34,Poor,39.06718445,-77.29859161
MBMB201,6/27/97,34,Poor,39.06718445,-77.29859161
MBMB203,8/9/07,28,Poor,39.07733154,-77.29248047
MBMB203,6/26/97,46,Fair,39.07733154,-77.29248047
MBMB204,7/17/02,20,Poor,39.12516022,-77.19554138
MBMB204,7/3/97,38,Poor,39.12516022,-77.19554138
MBMB207,7/18/07,82,Good,39.11199188,-77.22280121
MBMB207,7/29/05,68,Good,39.11199188,-77.22280121
MBMB207,6/19/97,68,Good,39.11199188,-77.22280121
MBMB207A,9/14/23,78,Good,NULL,NULL
MBMB301A,7/31/02,56,Fair,39.11965179,-77.21762085
MBMB301A,7/22/97,56,Fair,39.11965179,-77.21762085
MBMB301B,10/14/99,38,Poor,39.11969757,-77.22353363
MBMB301C,10/13/99,38,Poor,39.11945343,-77.22498322
MBMB302,7/11/19,82,Good,39.11485291,-77.22592163
MBMB302,6/24/14,60,Fair,39.11485291,-77.22592163
MBMB302,7/18/07,68,Good,39.11485291,-77.22592163
MBMB302,7/17/02,56,Fair,39.11485291,-77.22592163
MBMB302,10/13/99,56,Fair,39.11485291,-77.22592163
MBMB302,7/8/97,52,Fair,39.11485291,-77.22592163
MBMB305,8/8/02,68,Good,39.10705185,-77.23748016
MBMB305,7/7/97,78,Good,39.10705185,-77.23748016
MBMB305,7/22/96,68,Good,39.10705185,-77.23748016
MBMB307,8/8/02,82,Good,39.09514618,-77.24876404
MBMB307,7/16/97,74,Good,39.09514618,-77.24876404
MBMB308,6/15/22,96,Excellent,39.088188,-77.261338
MBMB309,7/25/19,92,Excellent,39.08332443,-77.26564789
MBMB309,6/24/14,96,Excellent,39.08332443,-77.26564789
MBMB309,8/13/07,96,Excellent,39.08332443,-77.26564789
MBMB309,7/16/02,64,Fair,39.08332443,-77.26564789
MBMB309,7/7/97,78,Good,39.08332443,-77.26564789
MBMB309,7/16/96,74,Good,39.08332443,-77.26564789
MBMB312,7/10/19,86,Good,39.08001709,-77.2872467
MBMB312,7/22/14,78,Good,39.08001709,-77.2872467
MBMB312,7/19/02,78,Good,39.08001709,-77.2872467
MBMB312,6/26/97,92,Excellent,39.08001709,-77.2872467
MBMB312,10/25/96,92,Excellent,39.08001709,-77.2872467
MBMB313,7/16/19,78,Good,39.06714249,-77.29634857
MBMB313,7/8/14,82,Good,39.06714249,-77.29634857
MBMB313,7/12/07,92,Excellent,39.06714249,-77.29634857
MBMB313,7/23/02,82,Good,39.06714249,-77.29634857
MBMB313,6/25/97,74,Good,39.06714249,-77.29634857
MBMB313,10/3/96,68,Good,39.06714249,-77.29634857
MBMB314,6/7/07,56,Fair,39.05799103,-77.29476166
MBMB314,7/23/02,78,Good,39.05799103,-77.29476166
MBMB314,6/25/97,78,Good,39.05799103,-77.29476166
MBRB101,7/17/19,78,Good,39.09068298,-77.23710632
MBRB101,7/20/07,78,Good,39.09068298,-77.23710632
MBRB101,7/2/02,78,Good,39.09068298,-77.23710632
MBRB101,7/16/97,86,Good,39.09068298,-77.23710632
MRFB102,6/17/96,96,Excellent,39.24472427,-77.41888428
MRFB103,9/16/20,68,Good,39.240556,-77.426389
MRFB103,8/28/15,68,Good,39.240556,-77.426389
MRFB103,7/7/05,82,Good,39.240556,-77.426389
MRFB103,6/16/00,82,Good,39.240556,-77.426389
MRFB201,9/16/20,96,Excellent,39.24375,77.426777
MRFB201,8/11/15,96,Excellent,39.24375,77.426777
MRFB201,8/27/08,96,Excellent,39.24375,77.426777
MRFB201,7/7/05,96,Excellent,39.24375,77.426777
MRFB201,6/16/00,96,Excellent,39.24375,77.426777
MRFB201,6/13/97,96,Excellent,39.24375,77.426777
MRJB301,9/28/98,86,Good,NULL,NULL
NWBB104,8/4/16,52,Fair,NULL,NULL
NWBB104,9/24/15,52,Fair,NULL,NULL
NWBB104,10/30/14,42,Poor,NULL,NULL
NWBB104,8/22/13,56,Fair,NULL,NULL
NWBB104,8/22/12,68,Good,NULL,NULL
NWBB104,8/12/09,52,Fair,NULL,NULL
NWBB104,9/23/04,68,Good,NULL,NULL
NWBB204,8/24/16,64,Fair,39.118755,-77.034875
NWBB204,8/9/11,52,Fair,39.118755,-77.034875
NWBB204,6/8/09,60,Fair,39.118755,-77.034875
NWBB204,7/14/06,52,Fair,39.118755,-77.034875
NWBB204,7/30/04,46,Fair,39.118755,-77.034875
NWBB204,8/14/97,52,Fair,39.118755,-77.034875
NWBB204A,8/30/22,60,Fair,39.119557,-77.034453
NWBF202,8/5/16,64,Fair,39.12814713,-77.05267334
NWBF202,9/29/11,28,Poor,39.12814713,-77.05267334
NWBF202,8/10/09,28,Poor,39.12814713,-77.05267334
NWBF202,9/9/05,38,Poor,39.12814713,-77.05267334
NWBF202,8/5/04,42,Poor,39.12814713,-77.05267334
NWBF202,6/11/02,34,Poor,39.12814713,-77.05267334
NWBF202,6/21/01,42,Poor,39.12814713,-77.05267334
NWBF202,6/7/95,60,Fair,39.12814713,-77.05267334
NWBF203A,8/12/09,28,Poor,NULL,NULL
NWBF203A,9/15/04,64,Fair,NULL,NULL
NWBF203B,8/12/09,68,Good,NULL,NULL
NWBF203B,9/15/04,78,Good,NULL,NULL
NWBF301,7/18/16,64,Fair,39.11983871,-77.04749298
NWBF301,10/3/11,52,Fair,39.11983871,-77.04749298
NWBF301,7/22/09,68,Good,39.11983871,-77.04749298
NWBF301,7/14/06,68,Good,39.11983871,-77.04749298
NWBF301,9/9/05,68,Good,39.11983871,-77.04749298
NWBF301,8/4/04,56,Fair,39.11983871,-77.04749298
NWBF301,6/11/02,64,Fair,39.11983871,-77.04749298
NWBF301,6/21/01,68,Good,39.11983871,-77.04749298
NWBF301,11/1/96,64,Fair,39.11983871,-77.04749298
NWBF301,6/8/95,86,Good,39.11983871,-77.04749298
NWBF302A,6/24/16,74,Good,39.1157777,77.0379222
NWBF302A,11/9/15,64,Fair,39.1157777,77.0379222
NWBF302A,10/21/14,60,Fair,39.1157777,77.0379222
NWBF302A,8/4/09,60,Fair,39.1157777,77.0379222
NWBF302A,9/13/04,60,Fair,39.1157777,77.0379222
NWBF302B,8/16/18,74,Good,NULL,NULL
NWBF302B,6/24/16,60,Fair,NULL,NULL
NWBF302B,10/12/15,78,Good,NULL,NULL
NWBF302B,10/21/14,68,Good,NULL,NULL
NWBF302B,8/25/09,64,Fair,NULL,NULL
NWBF303,7/28/09,64,Fair,39.10707474,-77.03396606
NWBF303,9/16/04,42,Poor,39.10707474,-77.03396606
NWBF303,6/26/95,86,Good,39.10707474,-77.03396606
NWBP103,10/17/14,52,Fair,NULL,NULL
NWBP201,7/8/16,52,Fair,39.09849167,-77.05702972
NWBP201,10/17/14,46,Fair,39.09849167,-77.05702972
NWBP201,8/18/11,52,Fair,39.09849167,-77.05702972
NWBP201,7/29/09,60,Fair,39.09849167,-77.05702972
NWBP201,7/29/04,28,Poor,39.09849167,-77.05702972
NWBP201,7/10/01,34,Poor,39.09849167,-77.05702972
NWBP201,6/13/95,56,Fair,39.09849167,-77.05702972
NWBP202,8/3/16,46,Fair,39.088123,-77.052608
NWBP203,7/10/01,42,Poor,39.07704544,-77.0508194
NWBP203,6/5/95,56,Fair,39.07704544,-77.0508194
NWBP205,6/30/16,56,Fair,39.07209396,-77.04154968
NWBP205,10/3/11,52,Fair,39.07209396,-77.04154968
NWBP205,8/24/09,64,Fair,39.07209396,-77.04154968
NWBP205,7/23/04,28,Poor,39.07209396,-77.04154968
NWBP205,6/6/02,38,Poor,39.07209396,-77.04154968
NWBP205,6/29/01,42,Poor,39.07209396,-77.04154968
NWBP205,6/6/95,52,Fair,39.07209396,-77.04154968
NWBP205A,7/19/22,68,Good,39.072342,-77.040015
NWBP205B,7/31/23,68,Good,NULL,NULL
NWGT201,7/19/16,56,Fair,39.06008148,-77.03125763
NWGT201,8/22/11,46,Fair,39.06008148,-77.03125763
NWGT201,7/20/09,68,Good,39.06008148,-77.03125763
NWGT201,7/28/04,38,Poor,39.06008148,-77.03125763
NWGT201,7/3/01,34,Poor,39.06008148,-77.03125763
NWGT201,6/28/95,68,Good,39.06008148,-77.03125763
NWLF201,6/22/95,34,Poor,39.14107513,-77.02734375
NWLF202,9/6/16,60,Fair,39.13942337,-77.02669525
NWLF202,11/9/11,60,Fair,39.13942337,-77.02669525
NWLF202,8/3/04,46,Fair,39.13942337,-77.02669525
NWLF202,6/22/01,56,Fair,39.13942337,-77.02669525
NWLF202,6/22/95,78,Good,39.13942337,-77.02669525
NWLF203,8/16/22,52,Fair,39.137374,-77.01263
NWLM301,7/6/16,52,Fair,39.10269165,-77.03788757
NWLM301,8/5/11,46,Fair,39.10269165,-77.03788757
NWLM301,7/29/09,52,Fair,39.10269165,-77.03788757
NWLM301,8/5/04,34,Poor,39.10269165,-77.03788757
NWLM301,8/14/97,24,Poor,39.10269165,-77.03788757
NWLT101,8/25/09,28,Poor,39.04808044,-77.01570892
NWLT101,6/23/09,28,Poor,39.04808044,-77.01570892
NWLT101,6/20/07,34,Poor,39.04808044,-77.01570892
NWLT101,9/29/05,28,Poor,39.04808044,-77.01570892
NWLT101,7/13/04,20,Poor,39.04808044,-77.01570892
NWLT101,6/20/02,38,Poor,39.04808044,-77.01570892
NWLT101,7/3/01,20,Poor,39.04808044,-77.01570892
NWLT101,6/21/95,20,Poor,39.04808044,-77.01570892
NWND101,8/31/09,46,Fair,39.03976059,-77.01216125
NWND101,6/16/09,38,Poor,39.03976059,-77.01216125
NWND101,6/26/07,46,Fair,39.03976059,-77.01216125
NWND101,8/25/05,38,Poor,39.03976059,-77.01216125
NWND101,7/13/04,20,Poor,39.03976059,-77.01216125
NWND101,6/6/02,20,Poor,39.03976059,-77.01216125
NWND101,7/17/01,24,Poor,39.03976059,-77.01216125
NWNW205,6/6/16,78,Good,NULL,NULL
NWNW205,10/6/15,74,Good,NULL,NULL
NWNW205,10/30/14,56,Fair,NULL,NULL
NWNW205,8/2/13,78,Good,NULL,NULL
NWNW205,7/18/12,82,Good,NULL,NULL
NWNW205,7/14/09,82,Good,NULL,NULL
NWNW205,9/22/04,68,Good,NULL,NULL
NWNW206A,7/19/16,78,Good,39.11997604,-77.00969696
NWNW206A,6/14/11,56,Fair,39.11997604,-77.00969696
NWNW206A,8/19/09,78,Good,39.11997604,-77.00969696
NWNW206A,6/26/01,74,Good,39.11997604,-77.00969696
NWNW206A,10/24/96,96,Excellent,39.11997604,-77.00969696
NWNW206A,6/15/95,86,Good,39.11997604,-77.00969696
NWNW206B,9/16/09,74,Good,39.17585,-77.86653
NWNW206B,7/23/04,74,Good,39.17585,-77.86653
NWNW206B,6/5/02,74,Good,39.17585,-77.86653
NWNW206B,6/26/01,78,Good,39.17585,-77.86653
NWNW206B,11/5/97,82,Good,39.17585,-77.86653
NWNW206B,10/24/96,82,Good,39.17585,-77.86653
NWNW206B,6/15/95,96,Excellent,39.17585,-77.86653
NWNW209,8/1/16,52,Fair,39.08384323,-77.02285004
NWNW209,10/4/11,46,Fair,39.08384323,-77.02285004
NWNW209,9/15/09,52,Fair,39.08384323,-77.02285004
NWNW209,8/5/04,28,Poor,39.08384323,-77.02285004
NWNW209,6/12/02,38,Poor,39.08384323,-77.02285004
NWNW209,7/17/01,38,Poor,39.08384323,-77.02285004
NWNW209,6/29/95,38,Poor,39.08384323,-77.02285004
NWNW209A,7/25/22,68,Good,39.083056,-77.023334
NWNW301,8/4/16,68,Good,39.12732315,-77.02091217
NWNW301,10/14/15,78,Good,39.12732315,-77.02091217
NWNW301,10/21/14,60,Fair,39.12732315,-77.02091217
NWNW301,6/24/09,68,Good,39.12732315,-77.02091217
NWNW301,6/11/09,74,Good,39.12732315,-77.02091217
NWNW301,9/13/04,56,Fair,39.12732315,-77.02091217
NWNW301,6/27/02,52,Fair,39.12732315,-77.02091217
NWNW301,7/31/01,64,Fair,39.12732315,-77.02091217
NWNW301,8/15/97,64,Fair,39.12732315,-77.02091217
NWNW302,6/27/02,56,Fair,NULL,NULL
NWNW304,7/20/16,74,Good,39.11750031,-77.02236176
NWNW304,10/15/15,68,Good,39.11750031,-77.02236176
NWNW304,10/20/14,68,Good,39.11750031,-77.02236176
NWNW304,8/14/13,74,Good,39.11750031,-77.02236176
NWNW304,8/28/12,60,Fair,39.11750031,-77.02236176
NWNW304,7/14/09,78,Good,39.11750031,-77.02236176
NWNW304,9/14/04,74,Good,39.11750031,-77.02236176
NWNW304,6/22/01,60,Fair,39.11750031,-77.02236176
NWNW304,11/5/97,56,Fair,39.11750031,-77.02236176
NWNW304,11/1/96,78,Good,39.11750031,-77.02236176
NWNW304,6/14/95,78,Good,39.11750031,-77.02236176
NWNW304A,7/13/16,74,Good,39.11602772,-77.02352507
NWNW307,9/4/09,64,Fair,39.10433197,-77.02980042
NWNW307,9/16/04,56,Fair,39.10433197,-77.02980042
NWNW307,6/27/02,56,Fair,39.10433197,-77.02980042
NWNW307,7/19/01,74,Good,39.10433197,-77.02980042
NWNW307,12/10/98,60,Fair,39.10433197,-77.02980042
NWNW307,9/5/97,60,Fair,39.10433197,-77.02980042
NWNW401,6/21/95,82,Good,39.1040535,-77.03649902
NWNW401A,7/11/16,82,Good,39.10310258,-77.03711704
NWNW402,6/21/95,78,Good,39.10147095,-77.03664398
NWNW404,9/15/09,56,Fair,39.08491516,-77.02400208
NWNW404,6/12/02,60,Fair,39.08491516,-77.02400208
NWNW404,7/20/01,68,Good,39.08491516,-77.02400208
NWNW404,7/12/95,64,Fair,39.08491516,-77.02400208
NWNW406,8/9/16,78,Good,39.07239532,-77.02520752
NWNW406,8/8/11,78,Good,39.07239532,-77.02520752
NWNW406,6/21/02,78,Good,39.07239532,-77.02520752
NWNW406,7/31/01,78,Good,39.07239532,-77.02520752
NWNW406,7/5/95,74,Good,39.07239532,-77.02520752
NWNW407A,6/22/07,68,Good,39.06773376,-77.02894592
NWNW407A,8/30/05,68,Good,39.06773376,-77.02894592
NWNW407A,10/9/03,60,Fair,39.06773376,-77.02894592
NWNW407A,6/26/02,64,Fair,39.06773376,-77.02894592
NWNW407A,8/29/01,78,Good,39.06773376,-77.02894592
NWNW407A,8/4/99,64,Fair,39.06773376,-77.02894592
NWNW407B,6/22/07,64,Fair,39.06748199,-77.0293045
NWNW407B,8/30/05,60,Fair,39.06748199,-77.0293045
NWNW407B,10/9/03,56,Fair,39.06748199,-77.0293045
NWNW407B,6/26/02,60,Fair,39.06748199,-77.0293045
NWNW407B,8/1/01,74,Good,39.06748199,-77.0293045
NWNW407B,8/9/99,74,Good,39.06748199,-77.0293045
NWNW407C,6/22/07,56,Fair,39.06552124,-77.0293045
NWNW407C,8/30/05,64,Fair,39.06552124,-77.0293045
NWNW407C,10/6/03,60,Fair,39.06552124,-77.0293045
NWNW407C,6/19/02,68,Good,39.06552124,-77.0293045
NWNW407C,8/29/01,78,Good,39.06552124,-77.0293045
NWNW407C,8/2/99,68,Good,39.06552124,-77.0293045
NWNW407D,7/28/09,78,Good,39.06330872,-77.02638245
NWNW407D,6/21/07,42,Poor,39.06330872,-77.02638245
NWNW407D,8/29/05,78,Good,39.06330872,-77.02638245
NWNW407D,7/22/04,64,Fair,39.06330872,-77.02638245
NWNW407D,10/3/03,64,Fair,39.06330872,-77.02638245
NWNW407D,6/19/02,60,Fair,39.06330872,-77.02638245
NWNW407D,8/27/01,74,Good,39.06330872,-77.02638245
NWNW407D,7/26/99,78,Good,39.06330872,-77.02638245
NWNW407D,6/30/95,60,Fair,39.06330872,-77.02638245
NWNW408A,6/21/07,68,Good,39.06155396,-77.02435303
NWNW408A,8/29/05,74,Good,39.06155396,-77.02435303
NWNW408A,10/9/03,74,Good,39.06155396,-77.02435303
NWNW408A,10/8/03,74,Good,39.06155396,-77.02435303
NWNW408A,6/18/02,64,Fair,39.06155396,-77.02435303
NWNW408A,8/27/01,68,Good,39.06155396,-77.02435303
NWNW408A,7/27/99,64,Fair,39.06155396,-77.02435303
NWNW408B,6/21/07,74,Good,39.06049728,-77.0194931
NWNW408B,8/29/05,74,Good,39.06049728,-77.0194931
NWNW408B,10/2/03,60,Fair,39.06049728,-77.0194931
NWNW408B,6/18/02,68,Good,39.06049728,-77.0194931
NWNW408B,8/28/01,74,Good,39.06049728,-77.0194931
NWNW408B,7/28/99,64,Fair,39.06049728,-77.0194931
NWNW411,8/9/16,74,Good,39.05282593,-77.00992584
NWNW411,10/6/11,60,Fair,39.05282593,-77.00992584
NWNW411,8/5/09,78,Good,39.05282593,-77.00992584
NWNW411,7/25/01,68,Good,39.05282593,-77.00992584
NWNW411,7/6/95,60,Fair,39.05282593,-77.00992584
NWNW413,9/24/09,74,Good,39.0447998,-77.00809479
NWNW413,7/21/04,74,Good,39.0447998,-77.00809479
NWNW413,7/25/01,74,Good,39.0447998,-77.00809479
NWNW413A,7/10/23,78,Good,NULL,NULL
NWNW417,8/18/09,86,Good,39.02775192,-76.99991608
NWNW421,7/14/16,82,Good,39.00985718,-76.98935699
NWNW421,10/11/11,64,Fair,39.00985718,-76.98935699
NWNW421,8/26/09,56,Fair,39.00985718,-76.98935699
NWNW421,9/9/08,78,Good,39.00985718,-76.98935699
NWNW421,11/5/07,56,Fair,39.00985718,-76.98935699
NWNW421,11/3/06,68,Good,39.00985718,-76.98935699
NWNW421,9/8/05,68,Good,39.00985718,-76.98935699
NWNW421,8/26/04,78,Good,39.00985718,-76.98935699
NWNW421,7/27/01,86,Good,39.00985718,-76.98935699
NWNW421,7/12/95,78,Good,39.00985718,-76.98935699
NWPT101,6/22/09,28,Poor,39.057639,77.035361
NWRF204,7/26/16,74,Good,39.12917709,-77.01908875
NWRF204,7/19/11,64,Fair,39.12917709,-77.01908875
NWRF204,6/26/09,68,Good,39.12917709,-77.01908875
NWRF204,8/3/04,42,Poor,39.12917709,-77.01908875
NWRF204,6/5/02,68,Good,39.12917709,-77.01908875
NWRF204,6/28/01,68,Good,39.12917709,-77.01908875
NWRF204,8/15/97,68,Good,39.12917709,-77.01908875
NWSF201,6/30/16,46,Fair,39.0745277,77.0220833
NWSF201,9/23/15,56,Fair,39.0745277,77.0220833
NWSF201,10/10/14,60,Fair,39.0745277,77.0220833
NWSF201,7/19/11,60,Fair,39.0745277,77.0220833
NWSF201,7/8/09,64,Fair,39.0745277,77.0220833
NWSF201,8/9/06,56,Fair,39.0745277,77.0220833
NWSF201,9/22/04,52,Fair,39.0745277,77.0220833
PBGH108,9/15/09,74,Good,39.09552765,-76.99691772
pbgh108,7/7/06,68,Good,39.09552765,-76.99691772
PBGH108,8/31/05,60,Fair,39.09552765,-76.99691772
PBGH108,6/22/00,60,Fair,39.09552765,-76.99691772
PBGH108,7/14/99,56,Fair,39.09552765,-76.99691772
PBGH108,7/25/97,64,Fair,39.09552765,-76.99691772
PBGH108,10/7/96,64,Fair,39.09552765,-76.99691772
PBGH108,7/13/95,42,Poor,39.09552765,-76.99691772
PBGH108,7/21/94,60,Fair,39.09552765,-76.99691772
PBGH208A,8/8/23,82,Good,39.08573914,-76.98451233
PBGH208A,7/28/22,92,Excellent,39.08573914,-76.98451233
PBGH208A,7/22/21,96,Excellent,39.08573914,-76.98451233
PBGH208A,9/17/20,100,Excellent,39.08573914,-76.98451233
PBGH208A,9/11/19,100,Excellent,39.08573914,-76.98451233
PBGH208A,9/26/18,100,Excellent,39.08573914,-76.98451233
PBGH208A,9/22/17,100,Excellent,39.08573914,-76.98451233
PBGH208A,9/22/16,96,Excellent,39.08573914,-76.98451233
PBGH208A,9/25/15,100,Excellent,39.08573914,-76.98451233
PBGH208A,9/18/13,86,Good,39.08573914,-76.98451233
PBGH208A,9/20/12,96,Excellent,39.08573914,-76.98451233
PBGH208A,9/15/11,100,Excellent,39.08573914,-76.98451233
PBGH208A,9/22/10,96,Excellent,39.08573914,-76.98451233
PBGH208A,9/24/09,96,Excellent,39.08573914,-76.98451233
PBGH208A,9/11/08,96,Excellent,39.08573914,-76.98451233
PBGH208A,9/10/07,92,Excellent,39.08573914,-76.98451233
PBGH208A,9/20/06,96,Excellent,39.08573914,-76.98451233
PBGH208A,9/6/05,100,Excellent,39.08573914,-76.98451233
PBGH208A,9/15/04,78,Good,39.08573914,-76.98451233
PBGH208A,9/3/03,92,Excellent,39.08573914,-76.98451233
PBGH208A,9/19/02,100,Excellent,39.08573914,-76.98451233
PBGH208A,7/19/01,92,Excellent,39.08573914,-76.98451233
PBGH208A,7/20/00,100,Excellent,39.08573914,-76.98451233
PBGH208A,7/22/99,82,Good,39.08573914,-76.98451233
PBGH208A,7/22/98,92,Excellent,39.08573914,-76.98451233
PBGH208A,7/23/97,86,Good,39.08573914,-76.98451233
PBGH208A,7/17/96,96,Excellent,39.08573914,-76.98451233
PBGH208A,7/11/95,92,Excellent,39.08573914,-76.98451233
PBGH208A,7/11/94,78,Good,39.08573914,-76.98451233
PBGH208B,9/11/03,96,Excellent,39.08325195,-76.97720337
PBGH208B,7/17/96,100,Excellent,39.08325195,-76.97720337
PBGH208B,7/13/95,100,Excellent,39.08325195,-76.97720337
PBGS102B,9/16/04,38,Poor,39.09543228,-76.97930908
PBGS111,9/19/07,86,Good,39.08925629,-76.97554779
PBGS111,9/12/06,96,Excellent,39.08925629,-76.97554779
PBGS111,8/31/05,96,Excellent,39.08925629,-76.97554779
PBGS111,9/16/04,82,Good,39.08925629,-76.97554779
PBGS111,10/2/02,56,Fair,39.08925629,-76.97554779
PBGS111,7/31/01,60,Fair,39.08925629,-76.97554779
PBGS111,8/2/00,68,Good,39.08925629,-76.97554779
PBGS111,7/14/99,46,Fair,39.08925629,-76.97554779
PBGS111,7/23/98,60,Fair,39.08925629,-76.97554779
PBGS111,7/21/97,42,Poor,39.08925629,-76.97554779
PBGS111,7/15/96,38,Poor,39.08925629,-76.97554779
PBGS111,7/12/94,38,Poor,39.08925629,-76.97554779
PBGS206,8/16/23,64,Fair,39.08342743,-76.97477722
PBGS206,8/25/22,78,Good,39.08342743,-76.97477722
PBGS206,7/28/21,82,Good,39.08342743,-76.97477722
PBGS206,9/1/20,86,Good,39.08342743,-76.97477722
PBGS206,9/11/19,86,Good,39.08342743,-76.97477722
PBGS206,9/26/18,92,Excellent,39.08342743,-76.97477722
PBGS206,9/21/17,86,Good,39.08342743,-76.97477722
PBGS206,10/4/16,96,Excellent,39.08342743,-76.97477722
PBGS206,9/25/15,68,Good,39.08342743,-76.97477722
PBGS206,9/18/13,96,Excellent,39.08342743,-76.97477722
PBGS206,9/20/12,96,Excellent,39.08342743,-76.97477722
PBGS206,9/15/11,96,Excellent,39.08342743,-76.97477722
PBGS206,9/22/10,96,Excellent,39.08342743,-76.97477722
PBGS206,9/24/09,86,Good,39.08342743,-76.97477722
PBGS206,9/11/08,92,Excellent,39.08342743,-76.97477722
PBGS206,9/17/07,96,Excellent,39.08342743,-76.97477722
PBGS206,9/20/06,92,Excellent,39.08342743,-76.97477722
PBGS206,9/6/05,92,Excellent,39.08342743,-76.97477722
PBGS206,9/15/04,74,Good,39.08342743,-76.97477722
PBGS206,9/11/03,92,Excellent,39.08342743,-76.97477722
PBGS206,9/19/02,86,Good,39.08342743,-76.97477722
PBGS206,7/19/01,92,Excellent,39.08342743,-76.97477722
PBGS206,7/21/00,92,Excellent,39.08342743,-76.97477722
PBGS206,7/23/98,100,Excellent,39.08342743,-76.97477722
PBGS206,7/21/97,86,Good,39.08342743,-76.97477722
PBGS206,7/15/96,96,Excellent,39.08342743,-76.97477722
PBGS206,7/12/95,100,Excellent,39.08342743,-76.97477722
PBGS206,7/13/94,92,Excellent,39.08342743,-76.97477722
PBHB101A,6/21/16,34,Poor,39.07345874,-76.99591587
PBHB101A,9/29/15,38,Poor,39.07345874,-76.99591587
PBHB101A,9/21/12,34,Poor,39.07345874,-76.99591587
PBHB101A,8/1/11,34,Poor,39.07345874,-76.99591587
PBHB101A,8/31/10,28,Poor,39.07345874,-76.99591587
PBHB101B,6/21/16,34,Poor,39.07101312,-76.99287683
PBHB101B,9/21/12,34,Poor,39.07101312,-76.99287683
PBHB101B,8/1/11,34,Poor,39.07101312,-76.99287683
PBHB101B,8/31/10,34,Poor,39.07101312,-76.99287683
PBHB210,8/23/16,74,Good,39.05912781,-76.98165894
PBHB210,9/29/11,82,Good,39.05912781,-76.98165894
PBHB210,7/23/09,74,Good,39.05912781,-76.98165894
PBHB210,6/25/04,52,Fair,39.05912781,-76.98165894
PBHB210,6/20/02,42,Poor,39.05912781,-76.98165894
